index,Lever position (Lp),Ship speed (V) [knots],Gas Turbine shaft torque (GTT) [kN/m],Gas Turbine revolutions (GTn) [rpm],Gas Generator revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN/m],Port Propeller Torque (Tp) [kN/m],HP Turbine exit temperature (T48) [°C],Compressor inlet air temperature (T1) [°C],Compressor outlet air temperature (T2) [°C],HP Turbine exit pressure (P48) [bar],Compressor inlet air pressure (P1) [bar],Compressor outlet air pressure (P2) [bar],Exhaust gas pressure [bar],Turbine Injection Control (TIC) [%],Fuel flow (mf) [kg/s],Compressor decay coefficient,Turbine decay coefficient,Temp_ratio_T48_P48,Temp_ratio_T1_P1,Temp_ratio_T2_P2,Torque_diff,RPM_ratio_GTn_GGn,Fuel_per_RPM,Total_Prop_Torque,Power_Proxy_kW,Total_decay_score
9533,4.18,12.0,27721.0,2116.11,7739.36,228.12,228.12,727.44,288.0,633.2,2.36,1.0,12.1,1.03,32.0,0.72,0.99,0.99,308.24,288.0,52.33,0.0,0.27,0.0,456.24,6142932.6,0.02
9534,2.12,6.0,6255.7,1391.56,6846.78,33.22,33.22,566.71,288.0,567.89,1.32,1.0,7.06,1.02,6.74,0.22,0.99,0.99,429.33,288.0,80.44,0.0,0.2,0.0,66.44,911604.52,0.02
9535,3.13,9.0,10005.0,1437.08,7199.26,67.46,67.46,599.5,288.0,582.85,1.46,1.0,7.83,1.02,12.27,0.27,0.99,0.99,410.62,288.0,74.44,0.0,0.2,0.0,134.92,1505659.11,0.02
9536,4.15,12.0,14907.6,1619.51,7761.2,116.45,116.45,630.49,288.0,603.55,1.71,1.0,9.12,1.02,17.57,0.35,0.99,0.99,368.71,288.0,66.18,0.0,0.21,0.0,232.9,2528249.81,0.02
9537,5.16,15.0,22036.37,1926.18,8339.31,178.32,178.32,692.47,288.0,632.31,2.09,1.0,11.03,1.03,24.76,0.49,0.99,0.99,331.33,288.0,57.33,0.0,0.23,0.0,356.64,4444936.31,0.02
9538,6.15,18.0,30129.77,2303.05,8800.25,251.21,251.21,753.15,288.0,659.72,2.53,1.0,13.23,1.03,33.54,0.66,0.99,0.99,297.69,288.0,49.87,0.0,0.26,0.0,502.42,7266542.22,0.02
9539,7.18,21.0,39918.5,2690.76,9076.68,338.82,338.82,824.27,288.0,690.94,3.03,1.0,15.68,1.04,45.1,0.89,0.99,0.99,272.04,288.0,44.07,0.0,0.3,0.0,677.64,11248064.41,0.02
9540,8.22,24.0,54255.07,3108.64,9391.43,471.75,471.75,922.74,288.0,727.43,3.7,1.0,18.81,1.04,63.13,1.25,0.99,0.99,249.39,288.0,38.67,0.0,0.33,0.0,943.5,17661979.53,0.02
9541,6.21,18.0,43098.26,2682.07,8576.56,364.37,364.37,848.69,288.0,687.76,3.14,1.0,15.95,1.04,48.98,1.04,0.99,0.99,270.28,288.0,43.12,0.0,0.31,0.0,728.74,12104823.55,0.02
9542,4.18,12.0,28420.29,2110.08,7737.88,227.44,227.44,747.2,288.0,635.78,2.38,1.0,12.21,1.03,33.13,0.74,0.99,0.99,313.95,288.0,52.07,0.0,0.27,0.0,454.88,6279947.95,0.02
9543,2.12,6.0,6954.97,1385.53,6845.85,32.63,32.63,586.5,288.0,570.48,1.34,1.0,7.17,1.02,7.89,0.24,0.99,1.0,437.69,288.0,79.56,0.0,0.2,0.0,65.26,1009113.03,0.01
9544,3.13,9.0,10018.41,1435.23,7200.44,67.11,67.11,599.58,288.0,582.7,1.46,1.0,7.82,1.02,13.24,0.27,0.99,1.0,410.67,288.0,74.51,0.0,0.2,0.0,134.22,1505736.31,0.01
9545,4.15,12.0,14907.73,1619.51,7763.0,116.44,116.44,629.64,288.0,603.39,1.71,1.0,9.11,1.02,17.53,0.35,0.99,1.0,368.21,288.0,66.23,0.0,0.21,0.0,232.88,2528271.86,0.01
9546,5.16,15.0,22036.56,1926.18,8340.61,178.32,178.32,691.52,288.0,632.13,2.09,1.0,11.02,1.03,24.7,0.49,0.99,1.0,330.87,288.0,57.36,0.0,0.23,0.0,356.64,4444974.64,0.01
9547,6.15,18.0,30129.75,2303.05,8801.06,251.19,251.19,752.16,288.0,659.53,2.52,1.0,13.22,1.03,33.47,0.66,0.99,1.0,298.48,288.0,49.89,0.0,0.26,0.0,502.38,7266537.4,0.01
9548,7.18,21.0,39918.39,2690.76,9077.33,338.77,338.77,823.24,288.0,690.76,3.03,1.0,15.66,1.04,45.01,0.89,0.99,1.0,271.7,288.0,44.11,0.0,0.3,0.0,677.54,11248033.41,0.01
9549,8.22,24.0,54255.25,3108.64,9392.03,471.83,471.83,921.78,288.0,727.27,3.7,1.0,18.79,1.04,63.04,1.25,0.99,1.0,249.13,288.0,38.71,0.0,0.33,0.0,943.66,17662038.12,0.01
9550,6.21,18.0,43468.02,2664.47,8566.71,363.45,363.45,862.07,288.0,688.54,3.14,1.0,15.98,1.04,55.16,1.07,0.99,1.0,274.54,288.0,43.09,0.0,0.31,0.0,726.9,12128561.95,0.01
9551,4.18,12.0,28783.22,2093.0,7729.03,226.64,226.64,760.31,288.0,636.56,2.39,1.0,12.24,1.03,39.03,0.76,0.99,1.0,318.12,288.0,52.01,0.0,0.27,0.0,453.28,6308661.47,0.01
9552,2.12,6.0,7317.57,1368.44,6837.56,31.7,31.7,599.63,288.0,571.27,1.34,1.0,7.21,1.02,13.82,0.26,0.99,1.0,447.49,288.0,79.23,0.0,0.2,0.0,63.4,1048627.55,0.01
9553,3.13,9.0,10011.62,1435.74,7203.08,67.21,67.21,598.42,288.0,582.54,1.46,1.0,7.81,1.02,12.91,0.27,0.99,1.0,409.88,288.0,74.59,0.0,0.2,0.0,134.42,1505250.48,0.01
9554,4.15,12.0,14907.75,1619.51,7764.79,116.45,116.45,628.79,288.0,603.24,1.71,1.0,9.11,1.02,17.49,0.35,0.99,1.0,367.71,288.0,66.22,0.0,0.21,0.0,232.9,2528275.25,0.01
9555,5.16,15.0,22036.66,1926.19,8341.91,178.33,178.33,690.58,288.0,631.95,2.09,1.0,11.01,1.03,24.65,0.49,0.99,1.0,330.42,288.0,57.4,0.0,0.23,0.0,356.66,4445017.89,0.01
9556,6.15,18.0,30129.68,2303.06,8801.87,251.21,251.21,751.17,288.0,659.34,2.52,1.0,13.21,1.03,33.41,0.66,0.99,1.0,298.08,288.0,49.91,0.0,0.26,0.0,502.42,7266552.06,0.01
9557,7.18,21.0,39918.33,2690.77,9077.98,338.81,338.81,822.22,288.0,690.58,3.03,1.0,15.64,1.04,44.93,0.89,0.99,1.0,271.36,288.0,44.15,0.0,0.3,0.0,677.62,11248058.31,0.01
9558,8.22,24.0,54255.34,3108.64,9392.61,471.78,471.78,920.83,288.0,727.12,3.7,1.0,18.77,1.04,62.94,1.25,0.99,1.0,248.87,288.0,38.74,0.0,0.33,0.0,943.56,17662067.42,0.01
9559,6.21,18.0,41826.2,2655.78,8560.58,362.9,362.9,818.08,288.0,681.68,3.09,1.0,15.66,1.04,57.19,1.01,0.99,1.0,264.75,288.0,43.53,0.0,0.31,0.0,725.8,11632394.54,0.01
9560,4.18,12.0,27122.38,2082.05,7722.19,225.64,225.64,716.54,288.0,629.59,2.33,1.0,11.92,1.03,42.27,0.71,0.99,1.0,307.53,288.0,52.82,0.0,0.27,0.0,451.28,5913540.41,0.01
9561,2.12,6.0,5656.48,1357.5,6831.27,30.8,30.8,555.88,288.0,564.29,1.29,1.0,6.9,1.02,17.08,0.21,0.99,1.0,430.91,288.0,81.78,0.0,0.2,0.0,61.6,804108.61,0.01
9562,3.13,9.0,9992.64,1433.49,7204.0,66.8,66.8,597.77,288.0,582.28,1.46,1.0,7.8,1.02,14.06,0.27,0.99,1.0,409.43,288.0,74.65,0.0,0.2,0.0,133.6,1500042.37,0.01
9563,4.15,12.0,14907.94,1619.51,7766.58,116.44,116.44,627.94,288.0,603.08,1.71,1.0,9.1,1.02,17.44,0.35,0.99,1.0,367.22,288.0,66.27,0.0,0.21,0.0,232.88,2528307.47,0.01
9564,5.16,15.0,22037.02,1926.2,8343.21,178.33,178.33,689.64,288.0,631.77,2.09,1.0,10.99,1.03,24.59,0.49,0.99,1.0,329.97,288.0,57.49,0.0,0.23,0.0,356.66,4445113.58,0.01
9565,6.15,18.0,30129.85,2303.07,8802.69,251.19,251.19,750.18,288.0,659.16,2.52,1.0,13.19,1.03,33.34,0.66,0.99,1.0,297.69,288.0,49.97,0.0,0.26,0.0,502.38,7266624.62,0.01
9566,7.18,21.0,39918.34,2690.78,9078.63,338.81,338.81,821.2,288.0,690.4,3.02,1.0,15.63,1.04,44.85,0.89,0.99,1.0,271.92,288.0,44.17,0.0,0.3,0.0,677.62,11248102.93,0.01
9567,8.22,24.0,54255.26,3108.64,9393.2,471.73,471.73,919.88,288.0,726.96,3.7,1.0,18.74,1.04,62.85,1.24,0.99,1.0,248.62,288.0,38.79,0.0,0.33,0.0,943.46,17662041.38,0.01
9568,6.21,18.0,41434.86,2665.01,8567.22,363.37,363.37,799.56,288.0,679.36,3.07,1.0,15.56,1.04,51.42,0.99,0.99,1.0,260.44,288.0,43.66,0.0,0.31,0.0,726.74,11563607.36,0.01
9569,4.18,12.0,26695.13,2090.23,7728.86,225.93,225.93,697.47,288.0,627.13,2.32,1.0,11.82,1.03,37.09,0.69,0.99,1.0,300.63,288.0,53.06,0.0,0.27,0.0,451.86,5843253.59,0.01
9570,2.12,6.0,5229.17,1365.67,6838.5,31.11,31.11,536.84,288.0,561.84,1.27,1.0,6.8,1.02,11.93,0.19,0.99,1.0,422.71,288.0,82.62,0.0,0.2,0.0,62.22,747837.34,0.01
9571,3.13,9.0,9956.78,1432.44,7205.66,66.61,66.61,596.34,288.0,582.0,1.46,1.0,7.79,1.02,14.6,0.27,0.99,1.0,408.45,288.0,74.71,0.0,0.2,0.0,133.22,1493564.45,0.01
9572,4.15,12.0,14908.07,1619.51,7768.38,116.45,116.45,627.1,288.0,602.92,1.71,1.0,9.09,1.02,17.4,0.34,0.99,1.0,366.73,288.0,66.33,0.0,0.21,0.0,232.9,2528329.52,0.01
9573,5.16,15.0,22037.38,1926.21,8344.52,178.33,178.33,688.7,288.0,631.59,2.09,1.0,10.98,1.03,24.54,0.49,0.99,1.0,329.52,288.0,57.52,0.0,0.23,0.0,356.66,4445209.27,0.01
9574,6.15,18.0,30130.01,2303.08,8803.51,251.2,251.2,749.19,288.0,658.98,2.52,1.0,13.18,1.03,33.27,0.66,0.99,1.0,297.3,288.0,50.0,0.0,0.26,0.0,502.4,7266694.76,0.01
9575,7.18,21.0,39918.43,2690.79,9079.29,338.79,338.79,820.19,288.0,690.22,3.02,1.0,15.61,1.04,44.77,0.89,0.99,1.0,271.59,288.0,44.22,0.0,0.3,0.0,677.58,11248170.09,0.01
9576,8.22,24.0,54255.45,3108.64,9393.79,471.84,471.84,918.94,288.0,726.8,3.69,1.0,18.72,1.04,62.76,1.24,0.99,1.0,249.04,288.0,38.82,0.0,0.33,0.0,943.68,17662103.23,0.01
9577,6.21,18.0,41569.74,2672.4,8573.55,363.88,363.88,801.17,288.0,680.01,3.08,1.0,15.57,1.04,48.56,0.99,0.99,1.0,260.12,288.0,43.67,0.0,0.31,0.0,727.76,11633419.51,0.01
9578,4.18,12.0,26802.4,2096.89,7735.43,226.33,226.33,698.62,288.0,627.68,2.32,1.0,11.83,1.03,34.51,0.69,0.99,1.0,301.13,288.0,53.06,0.0,0.27,0.0,452.66,5885426.64,0.01
9579,2.12,6.0,5336.09,1372.34,6845.64,31.39,31.39,538.01,288.0,562.38,1.28,1.0,6.82,1.02,9.37,0.19,0.99,1.0,420.32,288.0,82.46,0.0,0.2,0.0,62.78,766855.41,0.01
9580,3.13,9.0,9929.18,1431.71,7207.54,66.48,66.48,595.01,288.0,581.73,1.46,1.0,7.77,1.02,14.83,0.27,0.99,1.0,407.54,288.0,74.87,0.0,0.2,0.0,132.96,1488665.28,0.01
9581,4.15,12.0,14908.1,1619.51,7770.17,116.45,116.45,626.26,288.0,602.76,1.71,1.0,9.08,1.02,17.36,0.34,0.99,1.0,366.23,288.0,66.38,0.0,0.21,0.0,232.9,2528334.61,0.01
9582,5.16,15.0,22037.79,1926.23,8345.83,178.34,178.34,687.76,288.0,631.41,2.08,1.0,10.97,1.03,24.48,0.48,0.99,1.0,330.65,288.0,57.56,0.0,0.23,0.0,356.68,4445338.13,0.01
9583,6.15,18.0,30130.22,2303.1,8804.33,251.22,251.22,748.21,288.0,658.79,2.52,1.0,13.16,1.03,33.2,0.66,0.99,1.0,296.91,288.0,50.06,0.0,0.26,0.0,502.44,7266808.51,0.01
9584,7.18,21.0,39918.63,2690.8,9079.96,338.8,338.8,819.18,288.0,690.04,3.02,1.0,15.59,1.04,44.69,0.88,0.99,1.0,271.25,288.0,44.26,0.0,0.3,0.0,677.6,11248268.25,0.01
9585,8.22,24.0,54255.66,3108.64,9394.37,471.74,471.74,918.0,288.0,726.65,3.69,1.0,18.7,1.04,62.67,1.24,0.99,1.0,248.78,288.0,38.86,0.0,0.33,0.0,943.48,17662171.59,0.01
9586,6.21,18.0,41807.92,2680.2,8580.22,364.24,364.24,807.08,288.0,681.25,3.09,1.0,15.61,1.04,48.49,0.99,0.99,1.0,261.19,288.0,43.64,0.0,0.31,0.0,728.48,11734224.21,0.01
9587,4.18,12.0,26984.67,2103.59,7742.09,226.48,226.48,703.51,288.0,628.71,2.33,1.0,11.86,1.03,35.05,0.69,0.99,1.0,301.94,288.0,53.01,0.0,0.27,0.0,452.96,5944383.59,0.01
9588,2.12,6.0,5518.0,1379.03,6852.86,31.65,31.65,542.92,288.0,563.42,1.29,1.0,6.86,1.02,9.93,0.19,0.99,1.0,420.87,288.0,82.13,0.0,0.2,0.0,63.3,796863.67,0.01
9589,3.13,9.0,9873.35,1430.61,7209.18,66.28,66.28,593.11,288.0,581.38,1.46,1.0,7.76,1.02,15.38,0.27,0.99,1.0,406.24,288.0,74.92,0.0,0.2,0.0,132.56,1479157.46,0.01
9590,4.15,12.0,14908.25,1619.52,7771.97,116.46,116.46,625.41,288.0,602.61,1.71,1.0,9.07,1.02,17.32,0.34,0.99,1.0,365.74,288.0,66.44,0.0,0.21,0.0,232.92,2528375.66,0.01
9591,5.16,15.0,22038.47,1926.25,8347.16,178.36,178.36,686.83,288.0,631.23,2.08,1.0,10.96,1.03,24.43,0.48,0.99,1.0,330.21,288.0,57.59,0.0,0.23,0.0,356.72,4445521.45,0.01
9592,6.15,18.0,30130.7,2303.12,8805.16,251.19,251.19,747.23,288.0,658.61,2.52,1.0,13.15,1.03,33.14,0.66,0.99,1.0,296.52,288.0,50.08,0.0,0.26,0.0,502.38,7266987.38,0.01
9593,7.18,21.0,39919.04,2690.82,9080.63,338.75,338.75,818.17,288.0,689.87,3.02,1.0,15.58,1.04,44.61,0.88,0.99,1.0,270.92,288.0,44.28,0.0,0.3,0.0,677.5,11248467.39,0.01
9594,8.22,24.0,54255.67,3108.64,9394.95,471.77,471.77,917.06,288.0,726.49,3.69,1.0,18.68,1.04,62.57,1.24,0.99,1.0,248.53,288.0,38.89,0.0,0.33,0.0,943.54,17662174.85,0.01
9595,6.21,18.0,42371.4,2676.26,8558.6,364.11,364.11,830.66,288.0,684.97,3.11,1.0,15.76,1.04,50.63,1.02,0.99,0.99,267.09,288.0,43.46,0.0,0.31,0.0,728.22,11874893.82,0.02
9596,4.18,12.0,27002.26,2112.08,7706.9,228.67,228.67,715.37,288.0,631.82,2.34,1.0,11.99,1.03,31.15,0.7,0.99,0.98,305.71,288.0,52.7,0.0,0.27,0.0,457.34,5972265.37,0.03
9597,2.12,6.0,5534.5,1387.52,6795.7,33.73,33.73,561.48,288.0,567.7,1.3,1.0,7.06,1.02,6.34,0.2,0.99,0.98,431.91,288.0,80.41,0.0,0.2,0.0,67.46,804167.03,0.03
9598,3.13,9.0,9325.8,1443.03,7157.08,68.54,68.54,594.49,288.0,583.09,1.45,1.0,7.86,1.02,9.92,0.26,0.99,0.98,409.99,288.0,74.18,0.0,0.2,0.0,137.08,1409256.59,0.03
9599,4.15,12.0,14905.1,1619.49,7725.58,116.42,116.42,646.58,288.0,606.39,1.72,1.0,9.3,1.02,18.38,0.36,0.99,0.98,375.92,288.0,65.2,0.0,0.21,0.0,232.84,2527794.61,0.03
9600,5.16,15.0,22033.97,1926.19,8313.58,178.31,178.31,710.45,288.0,635.64,2.09,1.0,11.24,1.03,25.82,0.51,0.99,0.98,339.93,288.0,56.55,0.0,0.23,0.0,356.62,4444475.29,0.03
9601,6.15,18.0,30132.09,2303.04,8784.21,251.24,251.24,772.02,288.0,663.08,2.53,1.0,13.5,1.03,34.84,0.69,0.99,0.98,305.15,288.0,49.12,0.0,0.26,0.0,502.48,7267070.19,0.03
9602,7.18,21.0,39918.69,2690.63,9063.64,338.79,338.79,843.71,288.0,694.21,3.04,1.0,16.01,1.04,46.66,0.92,0.99,0.98,277.54,288.0,43.36,0.0,0.3,0.0,677.58,11247574.51,0.03
9603,8.22,24.0,54250.27,3108.47,9379.03,471.74,471.74,940.6,288.0,730.26,3.72,1.0,19.22,1.04,64.88,1.28,0.99,0.98,252.85,288.0,37.99,0.0,0.33,0.0,943.48,17659451.17,0.03
9604,6.21,18.0,42179.39,2668.43,8542.51,363.56,363.56,842.39,288.0,686.47,3.12,1.0,16.12,1.04,54.62,1.05,0.99,0.98,270.0,288.0,42.58,0.0,0.31,0.0,727.12,11786496.38,0.03
9605,4.18,12.0,26845.13,2104.5,7695.48,228.15,228.15,719.23,288.0,632.13,2.34,1.0,12.18,1.03,34.34,0.71,0.99,0.98,307.36,288.0,51.9,0.0,0.27,0.0,456.3,5916202.89,0.03
9606,2.12,6.0,5384.7,1379.96,6792.92,33.32,33.32,558.2,288.0,566.78,1.29,1.0,7.02,1.02,8.67,0.2,0.99,0.98,432.71,288.0,80.74,0.0,0.2,0.0,66.64,778138.01,0.03
9607,3.13,9.0,9357.47,1443.16,7159.45,68.57,68.57,594.55,288.0,583.08,1.45,1.0,7.86,1.02,9.89,0.26,0.99,0.98,410.03,288.0,74.18,0.0,0.2,0.0,137.14,1414169.75,0.03
9608,4.15,12.0,14905.12,1619.49,7727.34,116.42,116.42,645.69,288.0,606.23,1.72,1.0,9.29,1.02,18.34,0.36,0.99,0.98,375.4,288.0,65.26,0.0,0.21,0.0,232.84,2527798.0,0.03
9609,5.16,15.0,22034.02,1926.2,8314.85,178.3,178.3,709.46,288.0,635.45,2.09,1.0,11.23,1.03,25.76,0.51,0.99,0.98,339.45,288.0,56.59,0.0,0.23,0.0,356.6,4444508.45,0.03
9610,6.15,18.0,30131.87,2303.04,8785.01,251.21,251.21,770.97,288.0,662.89,2.53,1.0,13.49,1.03,34.77,0.69,0.99,0.98,304.73,288.0,49.14,0.0,0.26,0.0,502.42,7267017.13,0.03
9611,7.18,21.0,39919.36,2690.66,9064.31,338.79,338.79,842.63,288.0,694.02,3.04,1.0,15.99,1.04,46.57,0.92,0.99,0.98,277.18,288.0,43.4,0.0,0.3,0.0,677.58,11247888.7,0.03
9612,8.22,24.0,54251.19,3108.5,9379.68,471.77,471.77,939.6,288.0,730.09,3.71,1.0,19.2,1.04,64.79,1.28,0.99,0.98,253.26,288.0,38.03,0.0,0.33,0.0,943.54,17659921.08,0.03
9613,6.21,18.0,42516.16,2667.86,8543.8,363.58,363.58,852.0,288.0,687.78,3.13,1.0,16.16,1.04,55.23,1.06,0.99,0.98,272.2,288.0,42.56,0.0,0.31,0.0,727.16,11878064.69,0.03
9614,4.18,12.0,27169.46,2103.84,7697.39,228.14,228.14,728.64,288.0,633.4,2.35,1.0,12.23,1.03,34.99,0.72,0.99,0.98,310.06,288.0,51.79,0.0,0.27,0.0,456.28,5985801.8,0.03
9615,2.12,6.0,5708.77,1379.29,6795.35,33.27,33.27,567.64,288.0,568.06,1.3,1.0,7.07,1.02,9.34,0.21,0.99,0.98,436.65,288.0,80.35,0.0,0.2,0.0,66.54,824568.52,0.03
9616,3.13,9.0,9345.93,1443.09,7161.72,68.56,68.56,593.43,288.0,582.88,1.45,1.0,7.85,1.02,9.87,0.26,0.99,0.98,409.26,288.0,74.25,0.0,0.2,0.0,137.12,1412357.24,0.03
9617,4.15,12.0,14905.16,1619.49,7729.11,116.41,116.41,644.8,288.0,606.06,1.72,1.0,9.28,1.02,18.3,0.36,0.99,0.98,374.88,288.0,65.31,0.0,0.21,0.0,232.82,2527804.78,0.03
9618,5.16,15.0,22034.09,1926.2,8316.12,178.3,178.3,708.46,288.0,635.26,2.09,1.0,11.22,1.03,25.7,0.51,0.99,0.98,338.98,288.0,56.62,0.0,0.23,0.0,356.6,4444522.57,0.03
9619,6.15,18.0,30131.72,2303.04,8785.81,251.21,251.21,769.92,288.0,662.69,2.53,1.0,13.47,1.03,34.7,0.69,0.99,0.98,304.32,288.0,49.2,0.0,0.26,0.0,502.42,7266980.96,0.03
9620,7.18,21.0,39919.86,2690.68,9064.97,338.78,338.78,841.55,288.0,693.83,3.04,1.0,15.97,1.04,46.49,0.92,0.99,0.98,276.83,288.0,43.45,0.0,0.3,0.0,677.56,11248113.19,0.03
9621,8.22,24.0,54251.98,3108.53,9380.32,471.7,471.7,938.59,288.0,729.92,3.71,1.0,19.18,1.04,64.69,1.28,0.99,0.98,252.99,288.0,38.06,0.0,0.33,0.0,943.4,17660348.68,0.03
9622,6.21,18.0,42516.09,2667.25,8544.65,363.47,363.47,851.28,288.0,687.62,3.13,1.0,16.15,1.04,55.47,1.06,0.99,0.98,271.97,288.0,42.58,0.0,0.31,0.0,726.94,11875329.25,0.03
9623,4.18,12.0,27202.53,2103.23,7698.9,228.05,228.05,728.93,288.0,633.34,2.35,1.0,12.22,1.03,35.26,0.72,0.99,0.98,310.18,288.0,51.83,0.0,0.27,0.0,456.1,5991349.9,0.03
9624,2.12,6.0,5741.55,1378.69,6797.39,33.24,33.24,567.96,288.0,568.01,1.3,1.0,7.07,1.02,9.64,0.22,0.99,0.98,436.89,288.0,80.34,0.0,0.2,0.0,66.48,828942.48,0.03
9625,3.13,9.0,9379.85,1443.11,7164.01,68.57,68.57,593.52,288.0,582.82,1.45,1.0,7.85,1.02,9.84,0.26,0.99,0.98,409.32,288.0,74.24,0.0,0.2,0.0,137.14,1417502.87,0.03
9626,4.15,12.0,14905.46,1619.49,7730.9,116.42,116.42,643.92,288.0,605.9,1.72,1.0,9.27,1.02,18.25,0.36,0.99,0.98,374.37,288.0,65.36,0.0,0.21,0.0,232.84,2527855.66,0.03
9627,5.16,15.0,22034.36,1926.2,8317.4,178.3,178.3,707.48,288.0,635.07,2.09,1.0,11.21,1.03,25.64,0.51,0.99,0.98,338.51,288.0,56.65,0.0,0.23,0.0,356.6,4444577.03,0.03
9628,6.15,18.0,30131.72,2303.05,8786.61,251.18,251.18,768.88,288.0,662.5,2.53,1.0,13.46,1.03,34.63,0.69,0.99,0.98,303.91,288.0,49.22,0.0,0.26,0.0,502.36,7267012.51,0.03
9629,7.18,21.0,39920.13,2690.7,9065.63,338.76,338.76,840.48,288.0,693.64,3.04,1.0,15.95,1.04,46.4,0.92,0.99,0.98,276.47,288.0,43.49,0.0,0.3,0.0,677.52,11248272.88,0.03
9630,8.22,24.0,54252.43,3108.54,9380.96,471.67,471.67,937.59,288.0,729.75,3.71,1.0,19.16,1.04,64.59,1.28,0.99,0.98,252.72,288.0,38.09,0.0,0.33,0.0,943.34,17660551.98,0.03
9631,6.21,18.0,42588.99,2667.19,8545.95,363.45,363.45,852.47,288.0,687.73,3.13,1.0,16.14,1.04,55.32,1.06,0.99,0.98,272.35,288.0,42.61,0.0,0.31,0.0,726.9,11895423.63,0.03
9632,4.18,12.0,27393.87,2103.07,7700.79,228.02,228.02,733.57,288.0,633.95,2.36,1.0,12.24,1.03,35.14,0.73,0.99,0.98,310.83,288.0,51.79,0.0,0.27,0.0,456.04,6033033.5,0.03
9633,2.12,6.0,5932.72,1378.53,6799.79,33.22,33.22,572.63,288.0,568.62,1.31,1.0,7.1,1.02,9.54,0.22,0.99,0.98,437.12,288.0,80.09,0.0,0.2,0.0,66.44,856443.45,0.03
9634,3.13,9.0,9498.85,1443.03,7166.23,68.55,68.55,596.04,288.0,583.16,1.45,1.0,7.86,1.02,9.82,0.26,0.99,0.98,411.06,288.0,74.19,0.0,0.2,0.0,137.1,1435406.83,0.03
9635,4.15,12.0,14905.49,1619.5,7732.67,116.41,116.41,643.03,288.0,605.74,1.72,1.0,9.26,1.02,18.21,0.36,0.99,0.98,373.85,288.0,65.41,0.0,0.21,0.0,232.82,2527876.36,0.03
9636,5.16,15.0,22034.39,1926.2,8318.68,178.29,178.29,706.49,288.0,634.88,2.09,1.0,11.2,1.03,25.59,0.51,0.99,0.98,338.03,288.0,56.69,0.0,0.23,0.0,356.58,4444583.08,0.03
9637,6.15,18.0,30131.47,2303.05,8787.41,251.21,251.21,767.84,288.0,662.3,2.53,1.0,13.44,1.03,34.56,0.68,0.99,0.98,303.49,288.0,49.28,0.0,0.26,0.0,502.42,7266952.22,0.03
9638,7.18,21.0,39920.28,2690.72,9066.28,338.82,338.82,839.4,288.0,693.45,3.04,1.0,15.94,1.04,46.32,0.92,0.99,0.98,276.12,288.0,43.5,0.0,0.3,0.0,677.64,11248398.75,0.03
9639,8.22,24.0,54252.85,3108.56,9381.59,471.74,471.74,936.59,288.0,729.58,3.71,1.0,19.14,1.04,64.5,1.28,0.99,0.98,252.45,288.0,38.12,0.0,0.33,0.0,943.48,17660802.33,0.03
9640,6.21,18.0,42736.23,2675.74,8552.97,363.98,363.98,852.78,288.0,688.29,3.13,1.0,16.16,1.04,51.66,1.06,0.99,0.98,272.45,288.0,42.59,0.0,0.31,0.0,727.96,11974812.91,0.03
9641,4.18,12.0,27644.46,2111.33,7708.3,228.47,228.47,736.88,288.0,634.91,2.37,1.0,12.28,1.03,31.51,0.73,0.99,0.98,310.92,288.0,51.7,0.0,0.27,0.0,456.94,6112133.73,0.03
9642,2.12,6.0,6183.02,1386.79,6807.83,33.67,33.67,575.96,288.0,569.59,1.32,1.0,7.14,1.02,5.94,0.22,0.99,0.98,436.33,288.0,79.77,0.0,0.2,0.0,67.34,897924.81,0.03
9643,3.13,9.0,9602.59,1442.76,7168.36,68.51,68.51,598.13,288.0,583.4,1.45,1.0,7.87,1.02,9.79,0.27,0.99,0.98,412.5,288.0,74.13,0.0,0.2,0.0,137.02,1450811.86,0.03
9644,4.15,12.0,14905.63,1619.5,7734.45,116.43,116.43,642.15,288.0,605.58,1.72,1.0,9.25,1.02,18.16,0.36,0.99,0.98,373.34,288.0,65.47,0.0,0.21,0.0,232.86,2527900.1,0.03
9645,5.16,15.0,22034.54,1926.2,8319.96,178.33,178.33,705.5,288.0,634.69,2.09,1.0,11.19,1.03,25.53,0.51,0.99,0.98,337.56,288.0,56.72,0.0,0.23,0.0,356.66,4444613.34,0.03
9646,6.15,18.0,30131.39,2303.05,8788.21,251.23,251.23,766.81,288.0,662.11,2.53,1.0,13.43,1.03,34.49,0.68,0.99,0.98,303.09,288.0,49.3,0.0,0.26,0.0,502.46,7266932.92,0.03
9647,7.18,21.0,39920.39,2690.73,9066.94,338.8,338.8,838.33,288.0,693.26,3.04,1.0,15.92,1.04,46.23,0.92,0.99,0.98,275.77,288.0,43.55,0.0,0.3,0.0,677.6,11248471.55,0.03
9648,8.22,24.0,54253.38,3108.57,9382.22,471.69,471.69,935.6,288.0,729.41,3.71,1.0,19.11,1.04,64.4,1.28,0.99,0.98,252.18,288.0,38.17,0.0,0.33,0.0,943.38,17661031.67,0.03
9649,6.21,18.0,42557.51,2678.41,8555.81,364.1,364.1,846.32,288.0,687.46,3.13,1.0,16.11,1.04,51.3,1.05,0.99,0.98,270.39,288.0,42.67,0.0,0.31,0.0,728.2,11936634.22,0.03
