id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine,temp_ratio_t48_p48,temp_ratio_t1_p1,temp_ratio_t2_p2,torque_diff,rpm_ratio_gtn_ggn,fuel_per_rpm,total_prop_torque,power_proxy_kw,total_decay_score
9493,5.15,15.0,22357.61,1949.58,8293.78,182.0,182.0,696.72,288.0,632.74,2.11,1.0,11.18,1.03,25.57,0.51,0.99,0.99,330.2,288.0,56.6,0.0,0.24,0.0,364.0,4564519.38,0.02
9494,6.16,18.0,30695.09,2306.66,8734.17,256.12,256.12,761.61,288.0,661.91,2.55,1.0,13.38,1.03,34.81,0.69,0.99,0.99,298.67,288.0,49.47,0.0,0.26,0.0,512.24,7414487.09,0.02
9495,7.18,21.0,41434.68,2700.82,9086.04,353.93,353.93,838.38,288.0,693.58,3.09,1.0,15.99,1.04,47.67,0.94,0.99,0.99,271.32,288.0,43.38,0.0,0.3,0.0,707.86,11718937.77,0.02
9496,7.2,21.0,45274.64,2822.9,9007.56,391.4,391.4,856.43,288.0,700.63,3.27,1.0,16.81,1.04,53.3,1.05,0.99,0.99,261.91,288.0,41.68,0.0,0.31,0.0,782.8,13383790.12,0.02
9497,6.2,18.0,40938.51,2626.33,8556.74,354.26,354.26,815.87,288.0,679.91,3.04,1.0,15.55,1.04,48.98,0.99,0.99,0.99,268.38,288.0,43.72,0.0,0.31,0.0,708.52,11259262.5,0.02
9498,4.17,12.0,24669.34,2048.95,7702.67,207.86,207.86,688.99,288.0,625.29,2.24,1.0,11.55,1.03,30.19,0.63,0.99,0.99,307.58,288.0,54.14,0.0,0.27,0.0,415.72,5293190.31,0.02
9499,3.14,9.0,14104.99,1638.84,7246.14,109.25,109.25,618.55,288.0,592.47,1.69,1.0,8.91,1.02,16.99,0.39,0.99,0.99,366.01,288.0,66.49,0.0,0.23,0.0,218.5,2420683.2,0.02
9500,3.13,9.0,10103.69,1478.32,7257.15,72.26,72.26,593.93,288.0,583.97,1.49,1.0,7.97,1.02,12.05,0.27,0.99,0.99,398.61,288.0,73.27,0.0,0.2,0.0,144.52,1564145.26,0.02
9501,4.15,12.0,15633.3,1661.55,7759.79,120.84,120.84,643.72,288.0,606.86,1.75,1.0,9.36,1.02,17.97,0.37,0.99,0.99,367.84,288.0,64.84,0.0,0.21,0.0,241.68,2720149.01,0.02
9502,5.15,15.0,22357.67,1949.58,8295.07,181.97,181.97,695.78,288.0,632.57,2.11,1.0,11.17,1.03,25.51,0.5,0.99,0.99,329.75,288.0,56.63,0.0,0.24,0.0,363.94,4564531.63,0.02
9503,6.16,18.0,30695.03,2306.66,8735.08,256.09,256.09,760.61,288.0,661.73,2.55,1.0,13.37,1.03,34.74,0.69,0.99,0.99,298.28,288.0,49.49,0.0,0.26,0.0,512.18,7414472.6,0.02
9504,7.18,21.0,41434.62,2700.82,9086.72,353.91,353.91,837.38,288.0,693.4,3.09,1.0,15.98,1.04,47.58,0.94,0.99,0.99,271.0,288.0,43.39,0.0,0.3,0.0,707.82,11718920.8,0.02
9505,7.2,21.0,45310.47,2824.99,9009.8,391.51,391.51,856.26,288.0,700.68,3.27,1.0,16.8,1.04,52.88,1.06,0.99,0.99,261.85,288.0,41.71,0.0,0.31,0.0,783.02,13404298.79,0.02
9506,6.2,18.0,41015.73,2630.37,8560.75,354.48,354.48,816.75,288.0,680.2,3.04,1.0,15.55,1.04,48.37,0.99,0.99,0.99,268.67,288.0,43.74,0.0,0.31,0.0,708.96,11297852.65,0.02
9507,4.17,12.0,24787.76,2054.94,7708.63,208.17,208.17,690.92,288.0,625.81,2.24,1.0,11.56,1.03,29.4,0.64,0.99,0.99,308.45,288.0,54.14,0.0,0.27,0.0,416.34,5334147.82,0.02
9508,3.14,9.0,14193.02,1642.59,7250.95,109.42,109.42,619.89,288.0,592.78,1.7,1.0,8.92,1.02,16.68,0.39,0.99,0.99,364.64,288.0,66.46,0.0,0.23,0.0,218.84,2441364.4,0.02
9509,3.13,9.0,10150.43,1480.13,7260.59,72.33,72.33,594.27,288.0,584.05,1.49,1.0,7.98,1.02,11.94,0.27,0.99,0.99,398.84,288.0,73.19,0.0,0.2,0.0,144.66,1573304.99,0.02
9510,4.15,12.0,15638.84,1661.41,7761.5,120.82,120.82,643.02,288.0,606.7,1.75,1.0,9.35,1.02,18.05,0.37,0.99,0.99,367.44,288.0,64.89,0.0,0.21,0.0,241.64,2720883.67,0.02
9511,5.15,15.0,22357.68,1949.58,8296.36,181.96,181.96,694.84,288.0,632.39,2.11,1.0,11.16,1.03,25.46,0.5,0.99,0.99,329.31,288.0,56.67,0.0,0.23,0.0,363.92,4564533.67,0.02
9512,6.16,18.0,30694.95,2306.66,8736.0,256.07,256.07,759.61,288.0,661.54,2.55,1.0,13.35,1.03,34.67,0.69,0.99,0.99,297.89,288.0,49.55,0.0,0.26,0.0,512.14,7414453.28,0.02
9513,7.18,21.0,41434.62,2700.82,9087.4,353.88,353.88,836.38,288.0,693.23,3.09,1.0,15.96,1.04,47.5,0.94,0.99,0.99,270.67,288.0,43.44,0.0,0.3,0.0,707.76,11718920.8,0.02
9514,7.2,21.0,45336.85,2826.08,9011.37,391.55,391.55,855.98,288.0,700.66,3.27,1.0,16.79,1.04,52.71,1.06,0.99,0.99,261.77,288.0,41.73,0.0,0.31,0.0,783.1,13417277.8,0.02
9515,6.2,18.0,41076.5,2632.34,8563.34,354.54,354.54,817.5,288.0,680.36,3.04,1.0,15.54,1.04,48.24,0.99,0.99,0.99,268.91,288.0,43.78,0.0,0.31,0.0,709.08,11323065.84,0.02
9516,4.17,12.0,24882.61,2057.79,7712.45,208.27,208.27,692.67,288.0,626.15,2.24,1.0,11.57,1.03,29.31,0.64,0.99,0.99,309.23,288.0,54.12,0.0,0.27,0.0,416.54,5361985.1,0.02
9517,3.14,9.0,14269.54,1644.14,7254.26,109.42,109.42,621.25,288.0,593.0,1.7,1.0,8.93,1.02,16.79,0.39,0.99,0.99,365.44,288.0,66.41,0.0,0.23,0.0,218.84,2456842.9,0.02
9518,3.13,9.0,10192.67,1480.8,7263.25,72.32,72.32,594.68,288.0,584.1,1.49,1.0,7.98,1.02,12.04,0.27,0.99,0.99,399.11,288.0,73.2,0.0,0.2,0.0,144.64,1580567.28,0.02
9519,4.15,12.0,15646.94,1661.2,7763.16,120.78,120.78,642.42,288.0,606.56,1.75,1.0,9.34,1.02,18.12,0.37,0.99,0.99,367.1,288.0,64.94,0.0,0.21,0.0,241.56,2721948.84,0.02
9520,5.15,15.0,22357.74,1949.58,8297.66,181.97,181.97,693.91,288.0,632.21,2.11,1.0,11.15,1.03,25.4,0.5,0.99,0.99,328.87,288.0,56.7,0.0,0.23,0.0,363.94,4564545.92,0.02
9521,6.16,18.0,30694.91,2306.66,8736.91,256.1,256.1,758.62,288.0,661.36,2.55,1.0,13.34,1.03,34.6,0.69,0.99,0.99,297.5,288.0,49.58,0.0,0.26,0.0,512.2,7414443.62,0.02
9522,7.18,21.0,41434.56,2700.82,9088.09,353.94,353.94,835.38,288.0,693.05,3.09,1.0,15.94,1.04,47.42,0.94,0.99,0.99,270.35,288.0,43.48,0.0,0.3,0.0,707.88,11718903.83,0.02
9523,7.2,21.0,45406.28,2827.6,9013.27,391.71,391.71,856.97,288.0,700.87,3.28,1.0,16.78,1.04,52.52,1.05,0.99,0.99,261.27,288.0,41.77,0.0,0.31,0.0,783.42,13445052.86,0.02
9524,6.2,18.0,41224.25,2634.87,8566.41,354.7,354.7,820.91,288.0,680.97,3.05,1.0,15.56,1.04,48.26,0.99,0.99,0.99,269.15,288.0,43.76,0.0,0.31,0.0,709.4,11374716.31,0.02
9525,4.17,12.0,25108.53,2061.33,7716.89,208.4,208.4,698.49,288.0,627.15,2.25,1.0,11.61,1.03,29.55,0.64,0.99,0.99,310.44,288.0,54.02,0.0,0.27,0.0,416.8,5419976.82,0.02
9526,3.14,9.0,14434.83,1645.65,7257.67,109.34,109.34,625.52,288.0,593.65,1.7,1.0,8.96,1.02,17.46,0.4,0.99,0.99,367.95,288.0,66.26,0.0,0.23,0.0,218.68,2487584.06,0.02
9527,3.13,9.0,10279.73,1481.3,7265.87,72.22,72.22,596.59,288.0,584.35,1.49,1.0,7.99,1.02,12.51,0.28,0.99,0.99,400.4,288.0,73.14,0.0,0.2,0.0,144.44,1594605.83,0.02
9528,4.15,12.0,15655.85,1660.69,7764.64,120.7,120.7,641.93,288.0,606.42,1.75,1.0,9.34,1.02,18.38,0.37,0.99,0.99,366.82,288.0,64.93,0.0,0.21,0.0,241.4,2722662.69,0.02
9529,5.15,15.0,22357.8,1949.58,8298.96,181.99,181.99,692.97,288.0,632.04,2.11,1.0,11.14,1.03,25.35,0.5,0.99,0.99,328.42,288.0,56.74,0.0,0.23,0.0,363.98,4564558.17,0.02
9530,6.16,18.0,30694.87,2306.66,8737.83,256.13,256.13,757.62,288.0,661.17,2.55,1.0,13.33,1.03,34.54,0.68,0.99,0.99,297.11,288.0,49.6,0.0,0.26,0.0,512.26,7414433.95,0.02
9531,7.18,21.0,41434.54,2700.82,9088.77,353.96,353.96,834.38,288.0,692.87,3.09,1.0,15.92,1.04,47.34,0.94,0.99,0.99,270.03,288.0,43.52,0.0,0.3,0.0,707.92,11718898.17,0.02
9532,7.2,21.0,45528.72,2828.55,9014.82,391.8,391.8,859.62,288.0,701.3,3.28,1.0,16.79,1.04,52.43,1.05,0.99,0.99,262.08,288.0,41.77,0.0,0.31,0.0,783.6,13485837.39,0.02
9533,6.2,18.0,41462.85,2637.0,8569.26,354.89,354.89,827.0,288.0,681.99,3.06,1.0,15.59,1.04,48.04,1.0,0.99,0.99,270.26,288.0,43.75,0.0,0.31,0.0,709.78,11449799.94,0.02
9534,4.17,12.0,25463.01,2064.64,7721.24,208.68,208.68,708.01,288.0,628.76,2.26,1.0,11.67,1.03,29.21,0.65,0.99,0.99,313.28,288.0,53.88,0.0,0.27,0.0,417.36,5505321.62,0.02
9535,3.14,9.0,14660.57,1648.25,7261.8,109.6,109.6,631.22,288.0,594.65,1.71,1.0,9.0,1.02,17.0,0.4,0.99,0.99,369.13,288.0,66.07,0.0,0.23,0.0,219.2,2530477.96,0.02
9536,3.13,9.0,10389.43,1482.72,7269.08,72.38,72.38,598.9,288.0,584.76,1.5,1.0,8.0,1.02,12.19,0.28,0.99,0.99,399.27,288.0,73.1,0.0,0.2,0.0,144.76,1613167.58,0.02
9537,4.15,12.0,15649.66,1660.92,7766.59,120.74,120.74,640.82,288.0,606.24,1.75,1.0,9.33,1.02,18.2,0.37,0.99,0.99,366.18,288.0,64.98,0.0,0.21,0.0,241.48,2721963.14,0.02
9538,5.15,15.0,22357.91,1949.58,8300.25,181.99,181.99,692.04,288.0,631.86,2.11,1.0,11.13,1.03,25.29,0.5,0.99,0.99,327.98,288.0,56.77,0.0,0.23,0.0,363.98,4564580.63,0.02
9539,6.16,18.0,30694.88,2306.66,8738.75,256.12,256.12,756.63,288.0,660.99,2.55,1.0,13.31,1.03,34.47,0.68,0.99,0.99,296.72,288.0,49.66,0.0,0.26,0.0,512.24,7414436.37,0.02
9540,7.18,21.0,41434.45,2700.82,9089.45,353.93,353.93,833.39,288.0,692.7,3.09,1.0,15.91,1.04,47.26,0.93,0.99,0.99,269.71,288.0,43.54,0.0,0.3,0.0,707.86,11718872.72,0.02
9541,7.2,21.0,45757.28,2827.16,9014.89,391.65,391.65,865.23,288.0,702.04,3.29,1.0,16.81,1.04,52.4,1.06,0.99,0.99,262.99,288.0,41.76,0.0,0.31,0.0,783.3,13546877.57,0.02
9542,6.2,18.0,41924.54,2633.6,8568.62,354.52,354.52,839.54,288.0,683.66,3.07,1.0,15.66,1.04,48.41,1.01,0.99,0.99,273.47,288.0,43.66,0.0,0.31,0.0,709.04,11562366.67,0.02
9543,4.17,12.0,26157.84,2059.23,7720.1,208.15,208.15,727.46,288.0,631.34,2.29,1.0,11.78,1.03,30.0,0.67,0.99,0.99,317.67,288.0,53.59,0.0,0.27,0.0,416.3,5640730.54,0.02
9544,3.14,9.0,15131.22,1643.61,7261.39,109.06,109.06,644.43,288.0,596.32,1.73,1.0,9.07,1.02,18.09,0.42,0.99,1.0,372.5,288.0,65.75,0.0,0.23,0.0,218.12,2604361.93,0.01
9545,3.13,9.0,10627.04,1480.09,7269.76,72.06,72.06,605.24,288.0,585.52,1.5,1.0,8.03,1.02,12.89,0.29,0.99,1.0,403.49,288.0,72.92,0.0,0.2,0.0,144.12,1647134.48,0.01
9546,4.15,12.0,15654.23,1660.31,7768.02,120.62,120.62,640.25,288.0,606.07,1.75,1.0,9.32,1.02,18.49,0.37,0.99,1.0,365.86,288.0,65.03,0.0,0.21,0.0,241.24,2721758.02,0.01
9547,5.15,15.0,22358.01,1949.58,8301.56,181.98,181.98,691.11,288.0,631.68,2.11,1.0,11.12,1.03,25.23,0.5,0.99,1.0,327.54,288.0,56.81,0.0,0.23,0.0,363.96,4564601.04,0.01
9548,6.16,18.0,30694.9,2306.66,8739.67,256.09,256.09,755.64,288.0,660.81,2.55,1.0,13.3,1.03,34.39,0.68,0.99,1.0,296.33,288.0,49.68,0.0,0.26,0.0,512.18,7414441.2,0.01
9549,7.18,21.0,41434.46,2700.82,9090.14,353.93,353.93,832.39,288.0,692.52,3.08,1.0,15.89,1.04,47.17,0.93,0.99,1.0,270.26,288.0,43.58,0.0,0.3,0.0,707.86,11718875.55,0.01
9550,7.2,21.0,45880.55,2821.29,9012.02,391.35,391.35,869.03,288.0,702.19,3.29,1.0,16.81,1.04,54.4,1.07,0.99,1.0,264.14,288.0,41.77,0.0,0.31,0.0,782.7,13555169.82,0.01
9551,6.2,18.0,42168.83,2622.04,8562.59,353.97,353.97,848.05,288.0,684.12,3.08,1.0,15.67,1.04,52.41,1.03,0.99,1.0,275.34,288.0,43.66,0.0,0.31,0.0,707.94,11578691.48,0.01
9552,4.17,12.0,26522.94,2041.97,7711.1,207.26,207.26,740.67,288.0,632.12,2.29,1.0,11.81,1.03,36.0,0.7,0.99,1.0,323.44,288.0,53.52,0.0,0.26,0.0,414.52,5671522.22,0.01
9553,3.14,9.0,15370.8,1632.39,7256.56,108.52,108.52,652.79,288.0,596.79,1.73,1.0,9.09,1.02,21.92,0.43,0.99,1.0,377.34,288.0,65.65,0.0,0.22,0.0,217.04,2627538.06,0.01
9554,3.13,9.0,10745.65,1474.56,7268.48,71.79,71.79,608.95,288.0,585.68,1.5,1.0,8.04,1.02,14.74,0.29,0.99,1.0,405.97,288.0,72.85,0.0,0.2,0.0,143.58,1659295.58,0.01
9555,4.15,12.0,15652.01,1660.48,7769.93,120.66,120.66,639.26,288.0,605.91,1.75,1.0,9.31,1.02,18.35,0.37,0.99,1.0,365.29,288.0,65.08,0.0,0.21,0.0,241.32,2721650.68,0.01
9556,5.15,15.0,22358.03,1949.59,8302.86,182.0,182.0,690.18,288.0,631.51,2.11,1.0,11.11,1.03,25.18,0.5,0.99,1.0,327.1,288.0,56.84,0.0,0.23,0.0,364.0,4564628.54,0.01
9557,6.16,18.0,30694.89,2306.67,8740.59,256.12,256.12,754.66,288.0,660.62,2.55,1.0,13.29,1.03,34.33,0.68,0.99,1.0,295.95,288.0,49.71,0.0,0.26,0.0,512.24,7414470.93,0.01
9558,7.18,21.0,41434.45,2700.82,9090.82,353.93,353.93,831.41,288.0,692.35,3.08,1.0,15.87,1.04,47.09,0.93,0.99,1.0,269.94,288.0,43.63,0.0,0.3,0.0,707.86,11718872.72,0.01
9559,7.2,21.0,45333.29,2818.4,9010.39,391.16,391.16,853.71,288.0,699.79,3.27,1.0,16.69,1.04,55.02,1.05,0.99,1.0,261.07,288.0,41.93,0.0,0.31,0.0,782.32,13379765.03,0.01
9560,6.2,18.0,41067.97,2615.49,8558.46,353.44,353.44,818.48,288.0,679.46,3.04,1.0,15.45,1.04,54.13,0.99,0.99,1.0,269.24,288.0,43.98,0.0,0.31,0.0,706.88,11248248.9,0.01
9561,4.17,12.0,24868.35,2031.78,7704.68,206.45,206.45,696.83,288.0,625.19,2.24,1.0,11.49,1.03,38.85,0.64,0.99,1.0,311.08,288.0,54.41,0.0,0.26,0.0,412.9,5291176.76,0.01
9562,3.14,9.0,14257.17,1624.35,7252.49,107.75,107.75,623.4,288.0,592.05,1.69,1.0,8.87,1.02,24.47,0.4,0.99,1.0,368.88,288.0,66.75,0.0,0.22,0.0,215.5,2425166.49,0.01
9563,3.13,9.0,10185.69,1470.17,7267.28,71.35,71.35,593.86,288.0,583.22,1.49,1.0,7.93,1.02,16.19,0.28,0.99,1.0,398.56,288.0,73.55,0.0,0.2,0.0,142.7,1568146.48,0.01
9564,4.15,12.0,15645.87,1659.73,7771.26,120.52,120.52,638.45,288.0,605.71,1.75,1.0,9.3,1.02,18.7,0.37,0.99,1.0,364.83,288.0,65.13,0.0,0.21,0.0,241.04,2719354.2,0.01
9565,5.15,15.0,22358.27,1949.59,8304.16,181.99,181.99,689.25,288.0,631.34,2.11,1.0,11.09,1.03,25.12,0.5,0.99,1.0,326.66,288.0,56.93,0.0,0.23,0.0,363.98,4564677.54,0.01
9566,6.16,18.0,30695.07,2306.68,8741.51,256.11,256.11,753.67,288.0,660.44,2.54,1.0,13.27,1.03,34.26,0.68,0.99,1.0,296.72,288.0,49.77,0.0,0.26,0.0,512.22,7414546.55,0.01
9567,7.18,21.0,41434.48,2700.83,9091.51,353.91,353.91,830.42,288.0,692.17,3.08,1.0,15.85,1.04,47.01,0.93,0.99,1.0,269.62,288.0,43.67,0.0,0.3,0.0,707.82,11718924.59,0.01
9568,7.2,21.0,45202.82,2821.48,9013.02,391.3,391.3,846.88,288.0,698.91,3.26,1.0,16.64,1.04,53.04,1.04,0.99,1.0,259.78,288.0,42.0,0.0,0.31,0.0,782.6,13355837.41,0.01
9569,6.2,18.0,40795.08,2621.29,8563.09,353.68,353.68,805.64,288.0,677.82,3.03,1.0,15.37,1.04,50.45,0.97,0.99,1.0,265.89,288.0,44.1,0.0,0.31,0.0,707.36,11198284.01,0.01
9570,4.17,12.0,24453.05,2040.3,7711.53,206.8,206.8,677.96,288.0,622.78,2.22,1.0,11.39,1.03,33.48,0.62,0.99,1.0,305.39,288.0,54.68,0.0,0.26,0.0,413.6,5224631.73,0.01
9571,3.14,9.0,13960.36,1629.45,7257.67,107.88,107.88,610.22,288.0,590.32,1.68,1.0,8.8,1.02,21.21,0.38,0.99,1.0,363.23,288.0,67.08,0.0,0.22,0.0,215.76,2382134.47,0.01
9572,3.13,9.0,10031.34,1472.54,7270.85,71.39,71.39,586.76,288.0,582.25,1.48,1.0,7.89,1.02,14.64,0.27,0.99,1.0,396.46,288.0,73.8,0.0,0.2,0.0,142.78,1546873.04,0.01
9573,4.15,12.0,15634.08,1659.39,7772.85,120.46,120.46,637.38,288.0,605.5,1.75,1.0,9.29,1.02,18.85,0.37,0.99,1.0,364.22,288.0,65.18,0.0,0.21,0.0,240.92,2716748.38,0.01
9574,5.15,15.0,22358.49,1949.6,8305.47,181.99,181.99,688.33,288.0,631.16,2.11,1.0,11.08,1.03,25.07,0.5,0.99,1.0,326.22,288.0,56.96,0.0,0.23,0.0,363.98,4564745.87,0.01
9575,6.16,18.0,30695.27,2306.69,8742.44,256.11,256.11,752.69,288.0,660.26,2.54,1.0,13.26,1.03,34.19,0.68,0.99,1.0,296.33,288.0,49.79,0.0,0.26,0.0,512.22,7414627.01,0.01
9576,7.18,21.0,41434.63,2700.84,9092.2,353.94,353.94,829.44,288.0,692.0,3.08,1.0,15.84,1.04,46.93,0.93,0.99,1.0,269.3,288.0,43.69,0.0,0.3,0.0,707.88,11719010.41,0.01
9577,7.2,21.0,45247.87,2823.94,9015.54,391.5,391.5,846.77,288.0,699.01,3.26,1.0,16.63,1.04,52.03,1.04,0.99,1.0,259.75,288.0,42.03,0.0,0.31,0.0,783.0,13380804.43,0.01
9578,6.2,18.0,40875.86,2625.98,8567.59,354.02,354.02,806.24,288.0,678.16,3.03,1.0,15.37,1.04,48.61,0.97,0.99,1.0,266.09,288.0,44.12,0.0,0.31,0.0,708.04,11240533.78,0.01
9579,4.17,12.0,24569.41,2047.21,7718.21,207.2,207.2,679.27,288.0,623.36,2.23,1.0,11.41,1.03,30.81,0.62,0.99,1.0,304.61,288.0,54.63,0.0,0.27,0.0,414.4,5267271.93,0.01
9580,3.14,9.0,14022.56,1633.65,7262.87,108.07,108.07,610.55,288.0,590.6,1.69,1.0,8.81,1.02,19.57,0.38,0.99,1.0,361.27,288.0,67.04,0.0,0.22,0.0,216.14,2398915.45,0.01
9581,3.13,9.0,10057.79,1474.52,7274.45,71.44,71.44,586.43,288.0,582.29,1.48,1.0,7.89,1.02,13.85,0.27,0.99,1.0,396.24,288.0,73.8,0.0,0.2,0.0,142.88,1553037.17,0.01
9582,4.15,12.0,15625.02,1659.15,7774.51,120.42,120.42,636.34,288.0,605.3,1.75,1.0,9.27,1.02,18.89,0.36,0.99,1.0,363.62,288.0,65.3,0.0,0.21,0.0,240.84,2714781.31,0.01
9583,5.15,15.0,22358.7,1949.61,8306.78,182.0,182.0,687.41,288.0,630.99,2.1,1.0,11.07,1.03,25.01,0.49,0.99,1.0,327.34,288.0,57.0,0.0,0.23,0.0,364.0,4564812.15,0.01
9584,6.16,18.0,30695.55,2306.71,8743.37,256.12,256.12,751.72,288.0,660.08,2.54,1.0,13.24,1.03,34.12,0.67,0.99,1.0,295.95,288.0,49.85,0.0,0.26,0.0,512.24,7414758.93,0.01
9585,7.18,21.0,41434.84,2700.85,9092.89,353.92,353.92,828.46,288.0,691.83,3.08,1.0,15.82,1.04,46.85,0.93,0.99,1.0,268.98,288.0,43.73,0.0,0.3,0.0,707.84,11719113.19,0.01
9586,7.2,21.0,45327.4,2826.55,9018.18,391.59,391.59,848.09,288.0,699.31,3.27,1.0,16.63,1.04,51.95,1.04,0.99,1.0,259.35,288.0,42.05,0.0,0.31,0.0,783.18,13416712.04,0.01
9587,6.2,18.0,41016.08,2630.81,8572.23,354.15,354.15,809.53,288.0,678.87,3.04,1.0,15.39,1.04,48.74,0.97,0.99,1.0,266.29,288.0,44.11,0.0,0.31,0.0,708.3,11299838.94,0.01
9588,4.17,12.0,24770.2,2054.27,7725.06,207.46,207.46,684.5,288.0,624.46,2.24,1.0,11.44,1.03,31.16,0.62,0.99,1.0,305.58,288.0,54.59,0.0,0.27,0.0,414.92,5328631.1,0.01
9589,3.14,9.0,14125.34,1637.74,7268.04,108.14,108.14,613.18,288.0,591.17,1.69,1.0,8.83,1.02,20.12,0.38,0.99,1.0,362.83,288.0,66.95,0.0,0.23,0.0,216.28,2422548.52,0.01
9590,3.13,9.0,10099.87,1476.39,7278.0,71.46,71.46,587.15,288.0,582.47,1.49,1.0,7.9,1.02,14.21,0.27,0.99,1.0,394.06,288.0,73.73,0.0,0.2,0.0,142.92,1561512.61,0.01
9591,4.15,12.0,15606.69,1658.79,7776.1,120.37,120.37,635.12,288.0,605.07,1.75,1.0,9.26,1.02,19.04,0.36,0.99,1.0,362.93,288.0,65.34,0.0,0.21,0.0,240.74,2711008.2,0.01
9592,5.15,15.0,22359.14,1949.63,8308.1,182.0,182.0,686.49,288.0,630.82,2.1,1.0,11.06,1.03,24.96,0.49,0.99,1.0,326.9,288.0,57.04,0.0,0.23,0.0,364.0,4564948.81,0.01
9593,6.16,18.0,30696.07,2306.73,8744.32,256.1,256.1,750.74,288.0,659.9,2.54,1.0,13.23,1.03,34.06,0.67,0.99,1.0,295.57,288.0,49.88,0.0,0.26,0.0,512.2,7414948.83,0.01
9594,7.18,21.0,41435.14,2700.86,9093.58,353.9,353.9,827.49,288.0,691.66,3.08,1.0,15.8,1.04,46.77,0.93,0.99,1.0,268.67,288.0,43.78,0.0,0.3,0.0,707.8,11719241.44,0.01
9595,7.2,21.0,45515.37,2825.24,9011.39,391.54,391.54,855.3,288.0,700.44,3.27,1.0,16.67,1.04,52.6,1.05,0.99,1.0,261.56,288.0,42.02,0.0,0.31,0.0,783.08,13466106.41,0.01
9596,6.2,18.0,41209.78,2632.33,8553.48,354.85,354.85,821.03,288.0,681.09,3.05,1.0,15.48,1.04,48.12,0.99,0.99,0.99,269.19,288.0,44.0,0.0,0.31,0.0,709.7,11359762.39,0.02
9597,4.17,12.0,24969.39,2058.62,7687.07,208.84,208.84,702.5,288.0,628.16,2.25,1.0,11.6,1.03,29.37,0.64,0.99,0.98,312.22,288.0,54.15,0.0,0.27,0.0,417.68,5382855.71,0.03
9598,3.14,9.0,13954.19,1647.54,7219.89,110.31,110.31,623.78,288.0,594.2,1.7,1.0,8.97,1.02,15.8,0.39,0.99,0.98,366.93,288.0,66.24,0.0,0.23,0.0,220.62,2407516.2,0.03
9599,3.13,9.0,9921.8,1483.35,7226.12,72.9,72.9,600.85,288.0,585.73,1.49,1.0,8.07,1.02,11.55,0.27,0.99,0.98,403.26,288.0,72.58,0.0,0.21,0.0,145.8,1541213.21,0.03
9600,4.15,12.0,15421.62,1662.9,7732.08,121.09,121.09,650.51,288.0,608.37,1.75,1.0,9.47,1.02,18.04,0.38,0.99,0.98,371.72,288.0,64.24,0.0,0.22,0.0,242.18,2685497.48,0.03
9601,5.15,15.0,22357.05,1949.57,8274.46,181.99,181.99,709.68,288.0,635.04,2.11,1.0,11.35,1.03,26.35,0.52,0.99,0.98,336.34,288.0,55.95,0.0,0.24,0.0,363.98,4564381.64,0.03
9602,6.16,18.0,30694.92,2306.62,8720.48,256.11,256.11,775.39,288.0,664.31,2.55,1.0,13.58,1.03,35.77,0.71,0.99,0.98,304.07,288.0,48.92,0.0,0.26,0.0,512.22,7414317.46,0.03
9603,7.18,21.0,41433.68,2700.71,9075.63,353.92,353.92,852.11,288.0,695.85,3.1,1.0,16.24,1.04,48.79,0.96,0.99,0.98,274.87,288.0,42.85,0.0,0.3,0.0,707.84,11718177.66,0.03
9604,7.2,21.0,45449.45,2822.51,8995.06,391.36,391.36,875.57,288.0,703.65,3.29,1.0,17.12,1.04,55.39,1.08,0.99,0.98,266.13,288.0,41.1,0.0,0.31,0.0,782.72,13433610.11,0.03
9605,6.2,18.0,41091.6,2627.13,8539.01,354.48,354.48,834.07,288.0,682.95,3.06,1.0,15.84,1.04,51.28,1.01,0.99,0.98,272.57,288.0,43.12,0.0,0.31,0.0,708.96,11304809.12,0.03
9606,4.17,12.0,24803.07,2050.96,7676.97,208.34,208.34,706.61,288.0,628.46,2.25,1.0,11.77,1.03,32.54,0.65,0.99,0.98,314.05,288.0,53.4,0.0,0.27,0.0,416.68,5327104.88,0.03
9607,3.14,9.0,13862.43,1642.54,7215.95,110.01,110.01,623.99,288.0,594.0,1.69,1.0,9.02,1.02,17.63,0.39,0.99,0.98,369.22,288.0,65.85,0.0,0.23,0.0,220.02,2384426.49,0.03
9608,3.13,9.0,9882.43,1480.87,7226.57,72.77,72.77,599.48,288.0,585.36,1.49,1.0,8.06,1.02,12.3,0.27,0.99,0.98,402.34,288.0,72.63,0.0,0.2,0.0,145.54,1532531.11,0.03
9609,4.15,12.0,15432.2,1662.95,7733.88,121.1,121.1,649.9,288.0,608.25,1.75,1.0,9.46,1.02,18.0,0.38,0.99,0.98,371.37,288.0,64.3,0.0,0.22,0.0,242.2,2687420.67,0.03
9610,5.15,15.0,22357.0,1949.58,8275.73,181.98,181.98,708.71,288.0,634.86,2.11,1.0,11.34,1.03,26.29,0.52,0.99,0.98,335.88,288.0,55.98,0.0,0.24,0.0,363.96,4564394.84,0.03
9611,6.16,18.0,30695.08,2306.63,8721.39,256.1,256.1,774.35,288.0,664.12,2.55,1.0,13.57,1.03,35.7,0.71,0.99,0.98,303.67,288.0,48.94,0.0,0.26,0.0,512.2,7414388.25,0.03
